importId;name;code;workshopStockLocation_name;company_code;statusSelect;product_code
;PP 1518-28 SHORT ESPAÑA ALTO 3XL NEGRO;PP-1518-28;Main Workshop;BASE;3;1518-28
;PP 1518-29 SHORT ESPAÑA ALTO 4XL NEGRO;PP-1518-29;Main Workshop;BASE;3;1518-29
;PP 1518-30 SHORT ESPAÑA ALTO 5XL NEGRO;PP-1518-30;Main Workshop;BASE;3;1518-30
;PP 1572-1 KANI 2XS NEGRO;PP-1572-1;Main Workshop;BASE;3;1572-1
;PP 1572-2 KANI XS NEGRO;PP-1572-2;Main Workshop;BASE;3;1572-2
;PP 1572-3 KANI S NEGRO;PP-1572-3;Main Workshop;BASE;3;1572-3
;PP 1572-4 KANI M NEGRO;PP-1572-4;Main Workshop;BASE;3;1572-4
;PP 1572-5 KANI L NEGRO;PP-1572-5;Main Workshop;BASE;3;1572-5
;PP 1572-6 KANI XL NEGRO;PP-1572-6;Main Workshop;BASE;3;1572-6
;PP 1572-7 KANI 2XL NEGRO;PP-1572-7;Main Workshop;BASE;3;1572-7
;PP 1572-8 KANI 3XL NEGRO;PP-1572-8;Main Workshop;BASE;3;1572-8
;PP 1572-9 KANI 4XL NEGRO;PP-1572-9;Main Workshop;BASE;3;1572-9
;PP 1572-10 KANI 5XL NEGRO;PP-1572-10;Main Workshop;BASE;3;1572-10
;PP 1572-11 KANI 2XS BEIGE;PP-1572-11;Main Workshop;BASE;3;1572-11
;PP 1572-12 KANI XS BEIGE;PP-1572-12;Main Workshop;BASE;3;1572-12
;PP 1572-13 KANI S BEIGE;PP-1572-13;Main Workshop;BASE;3;1572-13
;PP 1572-14 KANI M BEIGE;PP-1572-14;Main Workshop;BASE;3;1572-14
;PP 1572-15 KANI L BEIGE;PP-1572-15;Main Workshop;BASE;3;1572-15
;PP 1572-16 KANI XL BEIGE;PP-1572-16;Main Workshop;BASE;3;1572-16
;PP 1572-17 KANI 2XL BEIGE;PP-1572-17;Main Workshop;BASE;3;1572-17
;PP 1572-18 KANI 3XL BEIGE;PP-1572-18;Main Workshop;BASE;3;1572-18
;PP 1572-19 KANI 4XL BEIGE;PP-1572-19;Main Workshop;BASE;3;1572-19
;PP 1572-20 KANI 5XL BEIGE;PP-1572-20;Main Workshop;BASE;3;1572-20
;PP 1024B-1 EXCELENCIA CIERRE 2XS NEGRO;PP-1024B-1;Main Workshop;BASE;3;1024B-1
;PP 1024B-2 EXCELENCIA CIERRE XS NEGRO;PP-1024B-2;Main Workshop;BASE;3;1024B-2
;PP 1024B-3 EXCELENCIA CIERRE S NEGRO;PP-1024B-3;Main Workshop;BASE;3;1024B-3
;PP 1024B-4 EXCELENCIA CIERRE M NEGRO;PP-1024B-4;Main Workshop;BASE;3;1024B-4
;PP 1024B-5 EXCELENCIA CIERRE L NEGRO;PP-1024B-5;Main Workshop;BASE;3;1024B-5
;PP 1024B-6 EXCELENCIA CIERRE XL NEGRO;PP-1024B-6;Main Workshop;BASE;3;1024B-6
;PP 1024B-7 EXCELENCIA CIERRE 2XL NEGRO;PP-1024B-7;Main Workshop;BASE;3;1024B-7
;PP 1024B-8 EXCELENCIA CIERRE 3XL NEGRO;PP-1024B-8;Main Workshop;BASE;3;1024B-8
;PP 1024B-9 EXCELENCIA CIERRE 4XL NEGRO;PP-1024B-9;Main Workshop;BASE;3;1024B-9
;PP 1024B-10 EXCELENCIA CIERRE 5XL NEGRO;PP-1024B-10;Main Workshop;BASE;3;1024B-10
;PP 1603-1 JACKY 2XS BEIGE;PP-1603-1;Main Workshop;BASE;3;1603-1
;PP 1603-2 JACKY XS BEIGE;PP-1603-2;Main Workshop;BASE;3;1603-2
;PP 1603-3 JACKY S BEIGE;PP-1603-3;Main Workshop;BASE;3;1603-3
;PP 1603-4 JACKY M BEIGE;PP-1603-4;Main Workshop;BASE;3;1603-4
;PP 1603-5 JACKY L BEIGE;PP-1603-5;Main Workshop;BASE;3;1603-5
;PP 1603-6 JACKY XL BEIGE;PP-1603-6;Main Workshop;BASE;3;1603-6
;PP 1603-7 JACKY 2XL BEIGE;PP-1603-7;Main Workshop;BASE;3;1603-7
;PP 1603-8 JACKY 3XL BEIGE;PP-1603-8;Main Workshop;BASE;3;1603-8
;PP 1603-9 JACKY 4XL BEIGE;PP-1603-9;Main Workshop;BASE;3;1603-9
;PP 1603-10 JACKY 5XL BEIGE;PP-1603-10;Main Workshop;BASE;3;1603-10
;PP 1012-1 MONICA 2XS NEGRO;PP-1012-1;Main Workshop;BASE;3;1012-1
;PP 1012-2 MONICA XS NEGRO;PP-1012-2;Main Workshop;BASE;3;1012-2
;PP 1012-3 MONICA S NEGRO;PP-1012-3;Main Workshop;BASE;3;1012-3
;PP 1012-4 MONICA M NEGRO;PP-1012-4;Main Workshop;BASE;3;1012-4
;PP 1012-5 MONICA L NEGRO;PP-1012-5;Main Workshop;BASE;3;1012-5
;PP 1012-6 MONICA XL NEGRO;PP-1012-6;Main Workshop;BASE;3;1012-6
;PP 1012-7 MONICA 2XL NEGRO;PP-1012-7;Main Workshop;BASE;3;1012-7
;PP 1012-8 MONICA 3XL NEGRO;PP-1012-8;Main Workshop;BASE;3;1012-8
;PP 1012-9 MONICA 4XL NEGRO;PP-1012-9;Main Workshop;BASE;3;1012-9
;PP 1012-10 MONICA 5XL NEGRO;PP-1012-10;Main Workshop;BASE;3;1012-10
;PP 1012-11 MONICA 2XS BEIGE;PP-1012-11;Main Workshop;BASE;3;1012-11
;PP 1012-12 MONICA XS BEIGE;PP-1012-12;Main Workshop;BASE;3;1012-12
;PP 1012-13 MONICA S BEIGE;PP-1012-13;Main Workshop;BASE;3;1012-13
;PP 1012-14 MONICA M BEIGE;PP-1012-14;Main Workshop;BASE;3;1012-14
;PP 1012-15 MONICA L BEIGE;PP-1012-15;Main Workshop;BASE;3;1012-15
;PP 1012-16 MONICA XL BEIGE;PP-1012-16;Main Workshop;BASE;3;1012-16
;PP 1012-17 MONICA 2XL BEIGE;PP-1012-17;Main Workshop;BASE;3;1012-17
;PP 1012-18 MONICA 3XL BEIGE;PP-1012-18;Main Workshop;BASE;3;1012-18
;PP 1012-19 MONICA 4XL BEIGE;PP-1012-19;Main Workshop;BASE;3;1012-19
;PP 1012-20 MONICA 5XL BEIGE;PP-1012-20;Main Workshop;BASE;3;1012-20
;PP 1049B-1 CANDICE 2XS NEGRO;PP-1049B-1;Main Workshop;BASE;3;1049B-1
;PP 1049B-2 CANDICE XS NEGRO;PP-1049B-2;Main Workshop;BASE;3;1049B-2
;PP 1049B-3 CANDICE S NEGRO;PP-1049B-3;Main Workshop;BASE;3;1049B-3
;PP 1049B-4 CANDICE M NEGRO;PP-1049B-4;Main Workshop;BASE;3;1049B-4
;PP 1049B-5 CANDICE L NEGRO;PP-1049B-5;Main Workshop;BASE;3;1049B-5
;PP 1049B-6 CANDICE XL NEGRO;PP-1049B-6;Main Workshop;BASE;3;1049B-6
;PP 1049B-7 CANDICE 2XL NEGRO;PP-1049B-7;Main Workshop;BASE;3;1049B-7
;PP 1049B-8 CANDICE 3XL NEGRO;PP-1049B-8;Main Workshop;BASE;3;1049B-8
;PP 1049B-9 CANDICE 4XL NEGRO;PP-1049B-9;Main Workshop;BASE;3;1049B-9
;PP 1049B-10 CANDICE 5XL NEGRO;PP-1049B-10;Main Workshop;BASE;3;1049B-10
;PP 5090-1 DELUXE GUITAR LONG LEG 2XS COCOA;PP-5090-1;Main Workshop;BASE;3;5090-1
;PP 5090-2 DELUXE GUITAR LONG LEG XS COCOA;PP-5090-2;Main Workshop;BASE;3;5090-2
;PP 5090-3 DELUXE GUITAR LONG LEG S COCOA;PP-5090-3;Main Workshop;BASE;3;5090-3
;PP 5090-4 DELUXE GUITAR LONG LEG M COCOA;PP-5090-4;Main Workshop;BASE;3;5090-4
;PP 5090-5 DELUXE GUITAR LONG LEG L COCOA;PP-5090-5;Main Workshop;BASE;3;5090-5
;PP 5090-6 DELUXE GUITAR LONG LEG XL COCOA;PP-5090-6;Main Workshop;BASE;3;5090-6
;PP 5090-7 DELUXE GUITAR LONG LEG 2XL COCOA;PP-5090-7;Main Workshop;BASE;3;5090-7
;PP 5090-8 DELUXE GUITAR LONG LEG 3XL COCOA;PP-5090-8;Main Workshop;BASE;3;5090-8
;PP 5090-9 DELUXE GUITAR LONG LEG 4XL COCOA;PP-5090-9;Main Workshop;BASE;3;5090-9
;PP 5090-10 DELUXE GUITAR LONG LEG 5XL COCOA;PP-5090-10;Main Workshop;BASE;3;5090-10
;PP 5095-1 DELUXE GUITAR 2XS NEGRO;PP-5095-1;Main Workshop;BASE;3;5095-1
;PP 5095-2 DELUXE GUITAR XS NEGRO;PP-5095-2;Main Workshop;BASE;3;5095-2
;PP 5095-3 DELUXE GUITAR S NEGRO;PP-5095-3;Main Workshop;BASE;3;5095-3
;PP 5095-4 DELUXE GUITAR M NEGRO;PP-5095-4;Main Workshop;BASE;3;5095-4
;PP 5095-5 DELUXE GUITAR L NEGRO;PP-5095-5;Main Workshop;BASE;3;5095-5
;PP 5095-6 DELUXE GUITAR XL NEGRO;PP-5095-6;Main Workshop;BASE;3;5095-6
;PP 5095-7 DELUXE GUITAR 2XL NEGRO;PP-5095-7;Main Workshop;BASE;3;5095-7
;PP 5095-8 DELUXE GUITAR 3XL NEGRO;PP-5095-8;Main Workshop;BASE;3;5095-8
;PP 5095-9 DELUXE GUITAR 4XL NEGRO;PP-5095-9;Main Workshop;BASE;3;5095-9
;PP 5095-10 DELUXE GUITAR 5XL NEGRO;PP-5095-10;Main Workshop;BASE;3;5095-10
;PP 5095-11 DELUXE GUITAR 2XS BEIGE;PP-5095-11;Main Workshop;BASE;3;5095-11
;PP 5095-12 DELUXE GUITAR XS BEIGE;PP-5095-12;Main Workshop;BASE;3;5095-12
;PP 5095-13 DELUXE GUITAR S BEIGE;PP-5095-13;Main Workshop;BASE;3;5095-13
;PP 5095-14 DELUXE GUITAR M BEIGE;PP-5095-14;Main Workshop;BASE;3;5095-14
;PP 5095-15 DELUXE GUITAR L BEIGE;PP-5095-15;Main Workshop;BASE;3;5095-15
;PP 5095-16 DELUXE GUITAR XL BEIGE;PP-5095-16;Main Workshop;BASE;3;5095-16
;PP 5095-17 DELUXE GUITAR 2XL BEIGE;PP-5095-17;Main Workshop;BASE;3;5095-17
;PP 5095-18 DELUXE GUITAR 3XL BEIGE;PP-5095-18;Main Workshop;BASE;3;5095-18
;PP 5095-19 DELUXE GUITAR 4XL BEIGE;PP-5095-19;Main Workshop;BASE;3;5095-19
;PP 5095-20 DELUXE GUITAR 5XL BEIGE;PP-5095-20;Main Workshop;BASE;3;5095-20
;PP 5095-21 DELUXE GUITAR 2XS COCOA;PP-5095-21;Main Workshop;BASE;3;5095-21
;PP 5095-22 DELUXE GUITAR XS COCOA;PP-5095-22;Main Workshop;BASE;3;5095-22
;PP 5095-23 DELUXE GUITAR S COCOA;PP-5095-23;Main Workshop;BASE;3;5095-23
;PP 5095-24 DELUXE GUITAR M COCOA;PP-5095-24;Main Workshop;BASE;3;5095-24
;PP 5095-25 DELUXE GUITAR L COCOA;PP-5095-25;Main Workshop;BASE;3;5095-25
;PP 5095-26 DELUXE GUITAR XL COCOA;PP-5095-26;Main Workshop;BASE;3;5095-26
;PP 5095-27 DELUXE GUITAR 2XL COCOA;PP-5095-27;Main Workshop;BASE;3;5095-27
;PP 5095-28 DELUXE GUITAR 3XL COCOA;PP-5095-28;Main Workshop;BASE;3;5095-28
;PP 5095-29 DELUXE GUITAR 4XL COCOA;PP-5095-29;Main Workshop;BASE;3;5095-29
;PP 5095-30 DELUXE GUITAR 5XL COCOA;PP-5095-30;Main Workshop;BASE;3;5095-30
;PP 1002E-1 EXCELENCIA SHORT TORSO 2XS NEGRO;PP-1002E-1;Main Workshop;BASE;3;1002E-1
;PP 1002E-2 EXCELENCIA SHORT TORSO XS NEGRO;PP-1002E-2;Main Workshop;BASE;3;1002E-2
;PP 1002E-3 EXCELENCIA SHORT TORSO S NEGRO;PP-1002E-3;Main Workshop;BASE;3;1002E-3
;PP 1002E-4 EXCELENCIA SHORT TORSO M NEGRO;PP-1002E-4;Main Workshop;BASE;3;1002E-4
;PP 1002E-5 EXCELENCIA SHORT TORSO L NEGRO;PP-1002E-5;Main Workshop;BASE;3;1002E-5
;PP 1002E-6 EXCELENCIA SHORT TORSO XL NEGRO;PP-1002E-6;Main Workshop;BASE;3;1002E-6
;PP 1002E-7 EXCELENCIA SHORT TORSO 2XL NEGRO;PP-1002E-7;Main Workshop;BASE;3;1002E-7
;PP 1002E-8 EXCELENCIA SHORT TORSO 3XL NEGRO;PP-1002E-8;Main Workshop;BASE;3;1002E-8
;PP 1002E-9 EXCELENCIA SHORT TORSO 4XL NEGRO;PP-1002E-9;Main Workshop;BASE;3;1002E-9
;PP 1002E-10 EXCELENCIA SHORT TORSO 5XL NEGRO;PP-1002E-10;Main Workshop;BASE;3;1002E-10
;PP 1505-1 VICTORIA ALTO 2XS NEGRO;PP-1505-1;Main Workshop;BASE;3;1505-1
;PP 1505-2 VICTORIA ALTO XS NEGRO;PP-1505-2;Main Workshop;BASE;3;1505-2
;PP 1505-3 VICTORIA ALTO S NEGRO;PP-1505-3;Main Workshop;BASE;3;1505-3
;PP 1505-4 VICTORIA ALTO M NEGRO;PP-1505-4;Main Workshop;BASE;3;1505-4
;PP 1505-5 VICTORIA ALTO L NEGRO;PP-1505-5;Main Workshop;BASE;3;1505-5
;PP 1505-6 VICTORIA ALTO XL NEGRO;PP-1505-6;Main Workshop;BASE;3;1505-6
;PP 1505-7 VICTORIA ALTO 2XL NEGRO;PP-1505-7;Main Workshop;BASE;3;1505-7
;PP 1505-8 VICTORIA ALTO 3XL NEGRO;PP-1505-8;Main Workshop;BASE;3;1505-8
;PP 1505-9 VICTORIA ALTO 4XL NEGRO;PP-1505-9;Main Workshop;BASE;3;1505-9
;PP 1505-10 VICTORIA ALTO 5XL NEGRO;PP-1505-10;Main Workshop;BASE;3;1505-10
;PP 1505-11 VICTORIA ALTO 2XS BEIGE;PP-1505-11;Main Workshop;BASE;3;1505-11
;PP 1505-12 VICTORIA ALTO XS BEIGE;PP-1505-12;Main Workshop;BASE;3;1505-12
;PP 1505-13 VICTORIA ALTO S BEIGE;PP-1505-13;Main Workshop;BASE;3;1505-13
;PP 1505-14 VICTORIA ALTO M BEIGE;PP-1505-14;Main Workshop;BASE;3;1505-14
;PP 1505-15 VICTORIA ALTO L BEIGE;PP-1505-15;Main Workshop;BASE;3;1505-15
;PP 1505-16 VICTORIA ALTO XL BEIGE;PP-1505-16;Main Workshop;BASE;3;1505-16
;PP 1505-17 VICTORIA ALTO 2XL BEIGE;PP-1505-17;Main Workshop;BASE;3;1505-17
;PP 1505-18 VICTORIA ALTO 3XL BEIGE;PP-1505-18;Main Workshop;BASE;3;1505-18
;PP 1505-19 VICTORIA ALTO 4XL BEIGE;PP-1505-19;Main Workshop;BASE;3;1505-19
;PP 1505-20 VICTORIA ALTO 5XL BEIGE;PP-1505-20;Main Workshop;BASE;3;1505-20
;PP 6173-1 MARIETH 2XS COCOA;PP-6173-1;Main Workshop;BASE;3;6173-1
;PP 6173-2 MARIETH XS COCOA;PP-6173-2;Main Workshop;BASE;3;6173-2
;PP 6173-3 MARIETH S COCOA;PP-6173-3;Main Workshop;BASE;3;6173-3
;PP 6173-4 MARIETH M COCOA;PP-6173-4;Main Workshop;BASE;3;6173-4
;PP 6173-5 MARIETH L COCOA;PP-6173-5;Main Workshop;BASE;3;6173-5
;PP 6173-6 MARIETH XL COCOA;PP-6173-6;Main Workshop;BASE;3;6173-6
;PP 6173-7 MARIETH 2XL COCOA;PP-6173-7;Main Workshop;BASE;3;6173-7
;PP 6173-8 MARIETH 3XL COCOA;PP-6173-8;Main Workshop;BASE;3;6173-8
;PP 6173-9 MARIETH 4XL COCOA;PP-6173-9;Main Workshop;BASE;3;6173-9
;PP 6173-10 MARIETH 5XL COCOA;PP-6173-10;Main Workshop;BASE;3;6173-10
;PP 1612-1 SHORT MEDIA PIERNA 2XS NEGRO;PP-1612-1;Main Workshop;BASE;3;1612-1
;PP 1612-2 SHORT MEDIA PIERNA XS NEGRO;PP-1612-2;Main Workshop;BASE;3;1612-2
;PP 1612-3 SHORT MEDIA PIERNA S NEGRO;PP-1612-3;Main Workshop;BASE;3;1612-3
;PP 1612-4 SHORT MEDIA PIERNA M NEGRO;PP-1612-4;Main Workshop;BASE;3;1612-4
;PP 1612-5 SHORT MEDIA PIERNA L NEGRO;PP-1612-5;Main Workshop;BASE;3;1612-5
;PP 1612-6 SHORT MEDIA PIERNA XL NEGRO;PP-1612-6;Main Workshop;BASE;3;1612-6
;PP 1612-7 SHORT MEDIA PIERNA 2XL NEGRO;PP-1612-7;Main Workshop;BASE;3;1612-7
;PP 1612-8 SHORT MEDIA PIERNA 3XL NEGRO;PP-1612-8;Main Workshop;BASE;3;1612-8
;PP 1612-9 SHORT MEDIA PIERNA 4XL NEGRO;PP-1612-9;Main Workshop;BASE;3;1612-9
;PP 1612-10 SHORT MEDIA PIERNA 5XL NEGRO;PP-1612-10;Main Workshop;BASE;3;1612-10
;PP 1612-11 SHORT MEDIA PIERNA 2XS BEIGE;PP-1612-11;Main Workshop;BASE;3;1612-11
;PP 1612-12 SHORT MEDIA PIERNA XS BEIGE;PP-1612-12;Main Workshop;BASE;3;1612-12
;PP 1612-13 SHORT MEDIA PIERNA S BEIGE;PP-1612-13;Main Workshop;BASE;3;1612-13
;PP 1612-14 SHORT MEDIA PIERNA M BEIGE;PP-1612-14;Main Workshop;BASE;3;1612-14
;PP 1612-15 SHORT MEDIA PIERNA L BEIGE;PP-1612-15;Main Workshop;BASE;3;1612-15
;PP 1612-16 SHORT MEDIA PIERNA XL BEIGE;PP-1612-16;Main Workshop;BASE;3;1612-16
;PP 1612-17 SHORT MEDIA PIERNA 2XL BEIGE;PP-1612-17;Main Workshop;BASE;3;1612-17
;PP 1612-18 SHORT MEDIA PIERNA 3XL BEIGE;PP-1612-18;Main Workshop;BASE;3;1612-18
;PP 1612-19 SHORT MEDIA PIERNA 4XL BEIGE;PP-1612-19;Main Workshop;BASE;3;1612-19
;PP 1612-20 SHORT MEDIA PIERNA 5XL BEIGE;PP-1612-20;Main Workshop;BASE;3;1612-20
;PP 1604-1 VIVIANA 2XS NEGRO;PP-1604-1;Main Workshop;BASE;3;1604-1
;PP 1604-2 VIVIANA XS NEGRO;PP-1604-2;Main Workshop;BASE;3;1604-2
;PP 1604-3 VIVIANA S NEGRO;PP-1604-3;Main Workshop;BASE;3;1604-3
;PP 1604-4 VIVIANA M NEGRO;PP-1604-4;Main Workshop;BASE;3;1604-4
;PP 1604-5 VIVIANA L NEGRO;PP-1604-5;Main Workshop;BASE;3;1604-5
;PP 1604-6 VIVIANA XL NEGRO;PP-1604-6;Main Workshop;BASE;3;1604-6
;PP 1604-7 VIVIANA 2XL NEGRO;PP-1604-7;Main Workshop;BASE;3;1604-7
;PP 1604-8 VIVIANA 3XL NEGRO;PP-1604-8;Main Workshop;BASE;3;1604-8
;PP 1604-9 VIVIANA 4XL NEGRO;PP-1604-9;Main Workshop;BASE;3;1604-9
;PP 1604-10 VIVIANA 5XL NEGRO;PP-1604-10;Main Workshop;BASE;3;1604-10
;PP 1064-1 SHANON 2XS NEGRO;PP-1064-1;Main Workshop;BASE;3;1064-1
;PP 1064-2 SHANON XS NEGRO;PP-1064-2;Main Workshop;BASE;3;1064-2
;PP 1064-3 SHANON S NEGRO;PP-1064-3;Main Workshop;BASE;3;1064-3
;PP 1064-4 SHANON M NEGRO;PP-1064-4;Main Workshop;BASE;3;1064-4
;PP 1064-5 SHANON L NEGRO;PP-1064-5;Main Workshop;BASE;3;1064-5
;PP 1064-6 SHANON XL NEGRO;PP-1064-6;Main Workshop;BASE;3;1064-6
;PP 1064-7 SHANON 2XL NEGRO;PP-1064-7;Main Workshop;BASE;3;1064-7
;PP 1064-8 SHANON 3XL NEGRO;PP-1064-8;Main Workshop;BASE;3;1064-8
;PP 1064-9 SHANON 4XL NEGRO;PP-1064-9;Main Workshop;BASE;3;1064-9
;PP 1064-10 SHANON 5XL NEGRO;PP-1064-10;Main Workshop;BASE;3;1064-10
;PP 1064-11 SHANON 2XS BEIGE;PP-1064-11;Main Workshop;BASE;3;1064-11
;PP 1064-12 SHANON XS BEIGE;PP-1064-12;Main Workshop;BASE;3;1064-12
;PP 1064-13 SHANON S BEIGE;PP-1064-13;Main Workshop;BASE;3;1064-13
;PP 1064-14 SHANON M BEIGE;PP-1064-14;Main Workshop;BASE;3;1064-14
;PP 1064-15 SHANON L BEIGE;PP-1064-15;Main Workshop;BASE;3;1064-15
;PP 1064-16 SHANON XL BEIGE;PP-1064-16;Main Workshop;BASE;3;1064-16
;PP 1064-17 SHANON 2XL BEIGE;PP-1064-17;Main Workshop;BASE;3;1064-17
;PP 1064-18 SHANON 3XL BEIGE;PP-1064-18;Main Workshop;BASE;3;1064-18
;PP 1064-19 SHANON 4XL BEIGE;PP-1064-19;Main Workshop;BASE;3;1064-19
;PP 1064-20 SHANON 5XL BEIGE;PP-1064-20;Main Workshop;BASE;3;1064-20
;PP 1506-1 ANTONELLA 2XS BEIGE;PP-1506-1;Main Workshop;BASE;3;1506-1
;PP 1506-2 ANTONELLA XS BEIGE;PP-1506-2;Main Workshop;BASE;3;1506-2
;PP 1506-3 ANTONELLA S BEIGE;PP-1506-3;Main Workshop;BASE;3;1506-3
;PP 1506-4 ANTONELLA M BEIGE;PP-1506-4;Main Workshop;BASE;3;1506-4
;PP 1506-5 ANTONELLA L BEIGE;PP-1506-5;Main Workshop;BASE;3;1506-5
;PP 1506-6 ANTONELLA XL BEIGE;PP-1506-6;Main Workshop;BASE;3;1506-6
;PP 1506-7 ANTONELLA 2XL BEIGE;PP-1506-7;Main Workshop;BASE;3;1506-7
;PP 1506-8 ANTONELLA 3XL BEIGE;PP-1506-8;Main Workshop;BASE;3;1506-8
;PP 1506-9 ANTONELLA 4XL BEIGE;PP-1506-9;Main Workshop;BASE;3;1506-9
;PP 1506-10 ANTONELLA 5XL BEIGE;PP-1506-10;Main Workshop;BASE;3;1506-10
;PP 5031-1 RUTH 2XS NEGRO;PP-5031-1;Main Workshop;BASE;3;5031-1
;PP 5031-2 RUTH XS NEGRO;PP-5031-2;Main Workshop;BASE;3;5031-2
;PP 5031-3 RUTH S NEGRO;PP-5031-3;Main Workshop;BASE;3;5031-3
;PP 5031-4 RUTH M NEGRO;PP-5031-4;Main Workshop;BASE;3;5031-4
;PP 5031-5 RUTH L NEGRO;PP-5031-5;Main Workshop;BASE;3;5031-5
;PP 5031-6 RUTH XL NEGRO;PP-5031-6;Main Workshop;BASE;3;5031-6
;PP 5031-7 RUTH 2XL NEGRO;PP-5031-7;Main Workshop;BASE;3;5031-7
;PP 5031-8 RUTH 3XL NEGRO;PP-5031-8;Main Workshop;BASE;3;5031-8
;PP 5031-9 RUTH 4XL NEGRO;PP-5031-9;Main Workshop;BASE;3;5031-9
;PP 5031-10 RUTH 5XL NEGRO;PP-5031-10;Main Workshop;BASE;3;5031-10
;PP 1061A-1 SENOS LIBRES PANTY 2XS BEIGE;PP-1061A-1;Main Workshop;BASE;3;1061A-1
;PP 1061A-2 SENOS LIBRES PANTY XS BEIGE;PP-1061A-2;Main Workshop;BASE;3;1061A-2
;PP 1061A-3 SENOS LIBRES PANTY S BEIGE;PP-1061A-3;Main Workshop;BASE;3;1061A-3
;PP 1061A-4 SENOS LIBRES PANTY M BEIGE;PP-1061A-4;Main Workshop;BASE;3;1061A-4
